date	L1	mp_tot	mt_tot	L1sum_MP	L1sum_MT	L1rel_MP	L1rel_MT	MP_std_L1	MT_std_L1	cor	newL1
2011-03-29	13_Hydrogen metabolism	26448	499754.1340963	28	346.98545899999993	0.001058681185722928	6.943123334586316e-4	0.8018595925136252	0.6208176739542646	0.6362212971779774	13 Hydrogen metabolism, r = 0.64
2011-03-29	14_Methanogenesis	26448	499754.1340963	110	548.3158208	0.0041591046581972175	0.0010971711555553484	0.2530257835426216	0.33491273932534005	0.4722145386853077	14 Methanogenesis, r = 0.47
2011-03-29	15_Methylotrophy	26448	499754.1340963	432	1561.5789617	0.016333938294010888	0.003124694435042116	0.9592610524887097	0.6855145829073396	0.2250221355194813	15 Methylotrophy, r = 0.23
2011-03-29	16_Embden Meyerhof-Parnos (EMP)	26448	499754.1340963	937	4678.0934597	0.03542800967937084	0.009360789917544845	0.6616624795016584	0.9555960960966343	0.2882508431747306	16 Embden Meyerhof-Parnos (EMP), r = 0.29
2011-03-29	17_Gluconeogenesis	26448	499754.1340963	494	1955.4152511	0.01867816091954023	0.003912754528055993	0.6224559252584614	0.8597429061227748	0.012993814114130428	17 Gluconeogenesis, r = 0.01
2011-03-29	18_Sulfur compounds metabolism	26448	499754.1340963	95	1048.0072222	0.0035919540229885057	0.0020970456284370716	0.1921340044060085	0.37268398610757014	0.21048018627130016	18 Sulfur compounds metabolism, r = 0.21
2011-03-29	19_Saccharide and derivated synthesis	26448	499754.1340963	242	7974.1526966	0.009150030248033878	0.015956151540436128	0.5257683765363823	0.3293336334441716	0.010401692915939483	19 Saccharide and derivated synthesis, r = 0.01
2011-03-29	20_Hydrolysis of polymers	26448	499754.1340963	177	4294.4686393	0.006692377495462795	0.008593162810079883	0.5495966293052564	0.8732498371829747	-0.09085046309217551	20 Hydrolysis of polymers, r = -0.09
2011-03-29	21_Cellular response to stress	26448	499754.1340963	1129	22524.0588115	0.04268753781004235	0.04507028011330014	0.9509040314992355	0.8130834070114694	0.07436784169950893	21 Cellular response to stress, r = 0.07
2011-04-05	01_Fermentation	22540	857436.8531772	2387	26881.2114399	0.10590062111801242	0.03135066021514317	0.40906891639399334	0.3712696364941802	0.3682547599093568	01 Fermentation, r = 0.37
2011-04-05	02_Homoacetogenesis	22540	857436.8531772	204	3778.1597354	0.009050576752440106	0.004406341669826963	0.33148409374700744	0.6284304944512161	0.08573147387830989	02 Homoacetogenesis, r = 0.09
2011-04-05	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	22540	857436.8531772	17	595.1361404	7.542147293700088e-4	6.94087428356672e-4	0.4330335296173805	0.6579543204381426	-0.3020854101953823	03 Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans), r = -0.3
2011-04-05	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	22540	857436.8531772	6	576.6242012	2.6619343389529726e-4	6.724975711777967e-4	0.08156013762268838	0.37169747272358783	0.6799715593549032	04 Utililization of sugar, conversion of pentose to EMP pathway intermediates, r = 0.68
2011-04-05	05_Fatty acid oxidation	22540	857436.8531772	665	6407.5646751	0.029503105590062112	0.007472928940897526	0.23225942807250224	0.22091971769547183	0.616717008030189	05 Fatty acid oxidation, r = 0.62
2011-04-05	06_Amino acid utilization biosynthesis metabolism	22540	857436.8531772	2943	44628.145718	0.1305678793256433	0.052048317672178525	0.4956024489493817	0.8330861771527664	0.06686700907601052	06 Amino acid utilization biosynthesis metabolism, r = 0.07
2011-04-05	07_Nucleic acid metabolism	22540	857436.8531772	2642	17403.3788182	0.11721384205856256	0.02029698018426947	0.5953235121626039	0.8361661988083926	-0.10829920672427543	07 Nucleic acid metabolism, r = -0.11
2011-04-05	08_Hydrocarbon degradation	22540	857436.8531772	103	1171.7349867	0.004569653948535936	0.001366555428960372	0.5958684235244228	0.7854152295100904	0.49222633677664324	08 Hydrocarbon degradation, r = 0.49
2011-04-05	09_Carbohydrate Active enzyme - CAZy	22540	857436.8531772	69	5579.7175802	0.003061224489795918	0.006507438488938943	0.376876005856826	0.2870482026870681	0.1545113163858447	09 Carbohydrate Active enzyme - CAZy, r = 0.15
2011-04-05	10_TCA cycle	22540	857436.8531772	1083	6507.312949900001	0.04804791481810115	0.007589262026454074	0.49886462356169864	0.5831805623901525	0.09258044372038561	10 TCA cycle, r = 0.09
2011-04-05	11_Nitrogen cycle	22540	857436.8531772	666	7187.5135055	0.029547471162377995	0.00838255724473113	0.9498030999237401	0.5801036397296556	0.04215474781349103	11 Nitrogen cycle, r = 0.04
2011-04-05	12_Transporters	22540	857436.8531772	417	9125.8111988	0.018500443655723158	0.010643129187863398	1	0.5139752966576824	0.4050764580417668	12 Transporters, r = 0.41
2011-04-05	13_Hydrogen metabolism	22540	857436.8531772	25	565.5017362	0.0011091393078970719	6.59525811264765e-4	0.8413818337119174	0.5863223869273338	0.6362212971779774	13 Hydrogen metabolism, r = 0.64
2011-04-05	14_Methanogenesis	22540	857436.8531772	121	846.5418478	0.005368234250221828	9.872935186575793e-4	0.4296880169346229	0.28423236620585574	0.4722145386853077	14 Methanogenesis, r = 0.47
2011-04-05	15_Methylotrophy	22540	857436.8531772	252	2608.58504	0.011180124223602485	0.003042305716548089	0.4482026428053162	0.6393401636601269	0.2250221355194813	15 Methylotrophy, r = 0.23
2011-04-05	16_Embden Meyerhof-Parnos (EMP)	22540	857436.8531772	562	7511.6216221	0.024933451641526175	0.008760553729718953	0.18815467157512605	0.8066109062796993	0.2882508431747306	16 Embden Meyerhof-Parnos (EMP), r = 0.29
2011-04-05	17_Gluconeogenesis	22540	857436.8531772	313	3182.839563	0.01388642413487134	0.0037120396110875194	0.11469621884156558	0.6973269363788492	0.012993814114130428	17 Gluconeogenesis, r = 0.01
2011-04-05	18_Sulfur compounds metabolism	22540	857436.8531772	161	1880.6688236	0.007142857142857143	0.0021933613147501795	0.44858183126851153	0.4318183111465478	0.21048018627130016	18 Sulfur compounds metabolism, r = 0.21
2011-04-05	19_Saccharide and derivated synthesis	22540	857436.8531772	124	18567.9105056	0.005501330967169477	0.021655134645539562	0.25634933534967186	0.8607430540867188	0.010401692915939483	19 Saccharide and derivated synthesis, r = 0.01
2011-04-05	20_Hydrolysis of polymers	22540	857436.8531772	115	7758.1596632	0.00510204081632653	0.00904808282318684	0.31648164905763715	1	-0.09085046309217551	20 Hydrolysis of polymers, r = -0.09
2011-04-05	21_Cellular response to stress	22540	857436.8531772	657	38049.6679208	0.02914818101153505	0.044376058458192445	0.2689133854888271	0.7583751595101562	0.07436784169950893	21 Cellular response to stress, r = 0.07
2011-04-14	01_Fermentation	22898	906978.3437629	2552	28856.288377700002	0.1114507817276618	0.031815851586907945	0.5105280605713857	0.4052166744112708	0.3682547599093568	01 Fermentation, r = 0.37
2011-04-14	02_Homoacetogenesis	22898	906978.3437629	245	3788.8285422	0.010699624421346842	0.004177418973953436	0.626554349698201	0.48391153237114043	0.08573147387830989	02 Homoacetogenesis, r = 0.09
2011-04-14	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	22898	906978.3437629	6	551.3232578	2.620316184819635e-4	6.078681609007916e-4	0.1504458507690231	0.5276170950344771	-0.3020854101953823	03 Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans), r = -0.3
2011-04-14	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	22898	906978.3437629	8	566.5854641	3.493754913092847e-4	6.246956920154593e-4	0.12379442760961579	0.2711789309779143	0.6799715593549032	04 Utililization of sugar, conversion of pentose to EMP pathway intermediates, r = 0.68
2011-04-14	05_Fatty acid oxidation	22898	906978.3437629	674	6602.4749082	0.029434885142807232	0.00727963898322803	0.23008390374653198	0.1891784253249967	0.616717008030189	05 Fatty acid oxidation, r = 0.62
2011-04-14	06_Amino acid utilization biosynthesis metabolism	22898	906978.3437629	2776	38428.3177089	0.12123329548432177	0.04236960890319321	0.32140881758238743	0.17863004448790484	0.06686700907601052	06 Amino acid utilization biosynthesis metabolism, r = 0.07
2011-04-14	07_Nucleic acid metabolism	22898	906978.3437629	2487	14463.333293	0.10861210586077387	0.015946723968065294	0.48466616349595176	0.242614043439323	-0.10829920672427543	07 Nucleic acid metabolism, r = -0.11
2011-04-14	08_Hydrocarbon degradation	22898	906978.3437629	129	959.9233988000001	0.005633679797362215	0.001058375214139557	0.761158482874488	0.47598591230526943	0.49222633677664324	08 Hydrocarbon degradation, r = 0.49
2011-04-14	09_Carbohydrate Active enzyme - CAZy	22898	906978.3437629	93	6516.016760199999	0.004061490086470434	0.007184313500988509	0.6391168981874692	0.36408603965963726	0.1545113163858447	09 Carbohydrate Active enzyme - CAZy, r = 0.15
2011-04-14	10_TCA cycle	22898	906978.3437629	1047	6721.8442538	0.045724517425102626	0.007411251106517277	0.4189307719613603	0.5453337561173595	0.09258044372038561	10 TCA cycle, r = 0.09
2011-04-14	11_Nitrogen cycle	22898	906978.3437629	536	4436.7064819	0.02340815791772207	0.004891744673299314	0.5743635473313395	0.058541598548849806	0.04215474781349103	11 Nitrogen cycle, r = 0.04
2011-04-14	12_Transporters	22898	906978.3437629	357	8951.2648544	0.015590881299676828	0.009869325895106508	0.7666924459690809	0.4330734285916843	0.4050764580417668	12 Transporters, r = 0.41
2011-04-14	13_Hydrogen metabolism	22898	906978.3437629	16	526.7259266	6.987509826185693e-4	5.807480743307531e-4	0.5199377197069871	0.5082041826490713	0.6362212971779774	13 Hydrogen metabolism, r = 0.64
2011-04-14	14_Methanogenesis	22898	906978.3437629	76	1055.4447940999999	0.003319067167438204	0.0011636934898810677	0.13029047028144447	0.3655957501689686	0.4722145386853077	14 Methanogenesis, r = 0.47
2011-04-14	15_Methylotrophy	22898	906978.3437629	279	2445.4674739	0.012184470259411303	0.0026962798954539187	0.5477948051961494	0.4454114119376251	0.2250221355194813	15 Methylotrophy, r = 0.23
2011-04-14	16_Embden Meyerhof-Parnos (EMP)	22898	906978.3437629	680	7081.798427799999	0.029696916761289195	0.007808122957400299	0.4030791990168475	0.5702071667528444	0.2882508431747306	16 Embden Meyerhof-Parnos (EMP), r = 0.29
2011-04-14	17_Gluconeogenesis	22898	906978.3437629	337	3154.433909	0.014717442571403616	0.0034779594581197896	0.20275566290591931	0.5079122400708921	0.012993814114130428	17 Gluconeogenesis, r = 0.01
2011-04-14	18_Sulfur compounds metabolism	22898	906978.3437629	63	1900.7269617	0.0027513319940606165	0.002095669620747729	0.13142390186193223	0.37183916747965523	0.21048018627130016	18 Sulfur compounds metabolism, r = 0.21
2011-04-14	19_Saccharide and derivated synthesis	22898	906978.3437629	177	13154.5544364	0.007729932745217923	0.014503713927527723	0.4209087325512316	0.19389911536253016	0.010401692915939483	19 Saccharide and derivated synthesis, r = 0.01
2011-04-14	20_Hydrolysis of polymers	22898	906978.3437629	184	6257.8906735	0.008035636300113547	0.006899713445788648	0.7464944018471489	0.4014196770184532	-0.09085046309217551	20 Hydrolysis of polymers, r = -0.09
2011-04-14	21_Cellular response to stress	22898	906978.3437629	854	37675.7832999	0.037295833697266134	0.04153989294120248	0.6793186212251948	0.53487068667128	0.07436784169950893	21 Cellular response to stress, r = 0.07
2011-04-21	01_Fermentation	25564	509575.06005699997	2588	14983.0133747	0.10123611328430605	0.02940295659882576	0.3237998573340094	0.22913723136476066	0.3682547599093568	01 Fermentation, r = 0.37
2011-04-21	02_Homoacetogenesis	25564	509575.06005699997	224	1992.9468051	0.008762322015334063	0.003910997537589601	0.2799055974665373	0.315719604907312	0.08573147387830989	02 Homoacetogenesis, r = 0.09
2011-04-21	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	25564	509575.06005699997	8	385.9080676	3.1294007197621654e-4	7.573134908855884e-4	0.17967501647676892	0.7535328356167192	-0.3020854101953823	03 Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans), r = -0.3
2011-04-21	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	25564	509575.06005699997	6	252.6145889	2.3470505398216242e-4	4.957357781044917e-4	0.0655724425618272	0	0.6799715593549032	04 Utililization of sugar, conversion of pentose to EMP pathway intermediates, r = 0.68
2011-04-21	05_Fatty acid oxidation	25564	509575.06005699997	859	3473.2814606	0.03360194022844625	0.006816035031642809	0.36296971835568914	0.1130472659580121	0.616717008030189	05 Fatty acid oxidation, r = 0.62
2011-04-21	06_Amino acid utilization biosynthesis metabolism	25564	509575.06005699997	3331	20244.3271069	0.13030042246909718	0.03972786090558575	0.4906114089771945	0	0.06686700907601052	06 Amino acid utilization biosynthesis metabolism, r = 0.07
2011-04-21	07_Nucleic acid metabolism	25564	509575.06005699997	2651	7520.4570822	0.10370051635111877	0.014758291116835227	0.4214808413260974	0.08046339177621004	-0.10829920672427543	07 Nucleic acid metabolism, r = -0.11
2011-04-21	08_Hydrocarbon degradation	25564	509575.06005699997	122	625.3518743	0.004772336097637302	0.001227202670064052	0.6273538846070823	0.6454976521894065	0.49222633677664324	08 Hydrocarbon degradation, r = 0.49
2011-04-21	09_Carbohydrate Active enzyme - CAZy	25564	509575.06005699997	137	6204.8631867	0.005359098732592708	0.01217654409147484	0.9793125925974123	0.9322716566686399	0.1545113163858447	09 Carbohydrate Active enzyme - CAZy, r = 0.15
2011-04-21	10_TCA cycle	25564	509575.06005699997	1100	3662.9490286	0.043029259896729774	0.007188242352736554	0.3262034942486119	0.4979199845101301	0.09258044372038561	10 TCA cycle, r = 0.09
2011-04-21	11_Nitrogen cycle	25564	509575.06005699997	631	3279.1647436000003	0.02468314817712408	0.006435096614094889	0.6523334689616191	0.28913369481013174	0.04215474781349103	11 Nitrogen cycle, r = 0.04
2011-04-21	12_Transporters	25564	509575.06005699997	380	5146.7489059	0.014864653418870286	0.010100080065386825	0.7084587909357278	0.45719899592183294	0.4050764580417668	12 Transporters, r = 0.41
2011-04-21	13_Hydrogen metabolism	25564	509575.06005699997	9	331.0965922	3.520575809732436e-4	6.497503864552638e-4	0.24838381220338376	0.5766288026496454	0.6362212971779774	13 Hydrogen metabolism, r = 0.64
2011-04-21	14_Methanogenesis	25564	509575.06005699997	84	606.9768623	0.0032858707557502738	0.0011911431894490773	0.12544024391359063	0.37825675249302493	0.4722145386853077	14 Methanogenesis, r = 0.47
2011-04-21	15_Methylotrophy	25564	509575.06005699997	326	1516.6032855	0.012752307933030825	0.0029762117583430323	0.6041022727286977	0.6022980759610774	0.2250221355194813	15 Methylotrophy, r = 0.23
2011-04-21	16_Embden Meyerhof-Parnos (EMP)	25564	509575.06005699997	888	4115.0125603999995	0.03473634798936004	0.008075380612111792	0.6304551423767653	0.63654344108086	0.2882508431747306	16 Embden Meyerhof-Parnos (EMP), r = 0.29
2011-04-21	17_Gluconeogenesis	25564	509575.06005699997	469	1824.2498371000001	0.018346111719605696	0.003579943329439913	0.5872701018605313	0.5904362976191374	0.012993814114130428	17 Gluconeogenesis, r = 0.01
2011-04-21	18_Sulfur compounds metabolism	25564	509575.06005699997	84	759.2833812	0.0032858707557502738	0.0014900324617830947	0.17002853262250256	0	0.21048018627130016	18 Sulfur compounds metabolism, r = 0.21
2011-04-21	19_Saccharide and derivated synthesis	25564	509575.06005699997	189	7996.0182402	0.007393209200438116	0.01569154157447498	0.3960451503274661	0.3046597177447663	0.010401692915939483	19 Saccharide and derivated synthesis, r = 0.01
2011-04-21	20_Hydrolysis of polymers	25564	509575.06005699997	112	3792.2901723	0.004381161007667032	0.007442063926511244	0.21081353200972008	0.5525297837512573	-0.09085046309217551	20 Hydrolysis of polymers, r = -0.09
2011-04-21	21_Cellular response to stress	25564	509575.06005699997	866	21099.1618809	0.03387576279142544	0.04140540527736952	0.5070463042172815	0.5242723650189463	0.07436784169950893	21 Cellular response to stress, r = 0.07
2011-04-29	01_Fermentation	19231	475273.5590957	2162	13508.921955400001	0.11242265092818886	0.02842346622669972	0.5282942162329729	0.15765955826036532	0.3682547599093568	01 Fermentation, r = 0.37
2011-04-29	02_Homoacetogenesis	19231	475273.5590957	203	1935.4682702999999	0.010555873329520045	0.0040723247343753	0.6008324301573806	0.4175655094638356	0.08573147387830989	02 Homoacetogenesis, r = 0.09
2011-04-29	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	19231	475273.5590957	1	355.5343942	5.199937600748791e-5	7.480626418109038e-4	0.02985552052163253	0.7395483744098382	-0.3020854101953823	03 Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans), r = -0.3
2011-04-29	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	19231	475273.5590957	8	273.4918183	4.159950080599033e-4	5.754408446797906e-4	0.15761936626473338	0.1676050649532483	0.6799715593549032	04 Utililization of sugar, conversion of pentose to EMP pathway intermediates, r = 0.68
2011-04-29	05_Fatty acid oxidation	19231	475273.5590957	571	3937.2561067	0.029691643700275598	0.008284189245013741	0.2382718372789306	0.3541415922925149	0.616717008030189	05 Fatty acid oxidation, r = 0.62
2011-04-29	06_Amino acid utilization biosynthesis metabolism	19231	475273.5590957	2250	21754.3241789	0.1169985960168478	0.04577221636375441	0.2423846542638505	0.40870797872137254	0.06686700907601052	06 Amino acid utilization biosynthesis metabolism, r = 0.07
2011-04-29	07_Nucleic acid metabolism	19231	475273.5590957	2127	7817.8171837	0.11060267276792679	0.016449089233103797	0.5102738839868158	0.31115712941560936	-0.10829920672427543	07 Nucleic acid metabolism, r = -0.11
2011-04-29	08_Hydrocarbon degradation	19231	475273.5590957	108	566.4229895	0.005615932608808694	0.001191783087150334	0.7584015631506447	0.6099345081924964	0.49222633677664324	08 Hydrocarbon degradation, r = 0.49
2011-04-29	09_Carbohydrate Active enzyme - CAZy	19231	475273.5590957	58	4984.8994064	0.0030159638084342986	0.01048848460218308	0.3650099559724509	0.7401468929810505	0.1545113163858447	09 Carbohydrate Active enzyme - CAZy, r = 0.15
2011-04-29	10_TCA cycle	19231	475273.5590957	907	3357.8221068	0.04716343403879154	0.007065030323144647	0.46843506572121113	0.4717239409410153	0.09258044372038561	10 TCA cycle, r = 0.09
2011-04-29	11_Nitrogen cycle	19231	475273.5590957	517	3537.9370906	0.02688367739587125	0.007444001507955988	0.7869031956443376	0.4398740983785955	0.04215474781349103	11 Nitrogen cycle, r = 0.04
2011-04-29	12_Transporters	19231	475273.5590957	297	4748.080671199999	0.01544381467422391	0.009990205809542914	0.7548996914358438	0.4457115382780897	0.4050764580417668	12 Transporters, r = 0.41
2011-04-29	13_Hydrogen metabolism	19231	475273.5590957	9	291.4644771	4.679943840673912e-4	6.132562426880377e-4	0.33919342021518967	0.5404401903751336	0.6362212971779774	13 Hydrogen metabolism, r = 0.64
2011-04-29	14_Methanogenesis	19231	475273.5590957	65	456.5823782	0.003379959440486714	9.606727945664312e-4	0.13918725440121182	0.27195372363816483	0.4722145386853077	14 Methanogenesis, r = 0.47
2011-04-29	15_Methylotrophy	19231	475273.5590957	216	1446.4354077	0.011231865217617388	0.0030433744524987327	0.4533333420807363	0.6399391323387472	0.2250221355194813	15 Methylotrophy, r = 0.23
2011-04-29	16_Embden Meyerhof-Parnos (EMP)	19231	475273.5590957	629	4241.4178616	0.03270760750870989	0.008924161212902564	0.5389196575683207	0.8472200738573323	0.2882508431747306	16 Embden Meyerhof-Parnos (EMP), r = 0.29
2011-04-29	17_Gluconeogenesis	19231	475273.5590957	309	1787.823822	0.016067807186313763	0.003761673225419233	0.34584798438240455	0.7374898287305295	0.012993814114130428	17 Gluconeogenesis, r = 0.01
2011-04-29	18_Sulfur compounds metabolism	19231	475273.5590957	20	842.6312244000001	0.0010399875201497581	0.001772939411995208	0.007829831133292104	0.1736945682476252	0.21048018627130016	18 Sulfur compounds metabolism, r = 0.21
2011-04-29	19_Saccharide and derivated synthesis	19231	475273.5590957	160	7855.9162873000005	0.008319900161198065	0.016529251705580682	0.4644717788067496	0.3827731367929165	0.010401692915939483	19 Saccharide and derivated synthesis, r = 0.01
2011-04-29	20_Hydrolysis of polymers	19231	475273.5590957	122	3611.1419146999997	0.006343923872913525	0.0075980282209910785	0.49851954581504754	0.5959846750495077	-0.09085046309217551	20 Hydrolysis of polymers, r = -0.09
2011-04-29	21_Cellular response to stress	19231	475273.5590957	697	20743.3411185	0.03624356507721908	0.04364505603460926	0.6263148215143036	0.7007683977227488	0.07436784169950893	21 Cellular response to stress, r = 0.07
